age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,signature_id
47,Self-emp-not-inc,149218,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,MeymhJTO
31,Private,19491,HS-grad,N,Divorced,Sales,Not-in-family,White,Male,2202,0,40,United-States,<=50K,LrPfhxkp
38,Private,336326,11th,7,Never-married,Craft-repair,Unmarried,White,Male,1151,0,40,United-States,<=50K,kdqwHqMC
60,Self-emp-not-inc,96073,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,VLpvnkWJ
53,Private,114758,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K,aCxvCnMT
46,State-gov,178686,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K,BmueyoOA
34,Private,232475,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,BUxiylfl
22,Private,215395,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1602,10,United-States,<=50K,iehkWXZS
18,Private,28648,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,NiENFlMK
28,Private,114158,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K,ASmPsypI
21,Private,138513,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,<=50K,KSUiXwOv
31,Private,323055,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,ebGNpWFt
40,Self-emp-not-inc,184804,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,2205,45,United-States,<=50K,FCaDYtxo
50,Local-gov,149433,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,CNUgTUWp
20,Private,92863,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,fCGfgKyR
50,Private,107665,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,EnETPaDM
36,Local-gov,117312,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K,nyOmWiFN
32,Private,201988,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,4508,0,40,?,<=50K,KMMQlPPW
22,Private,385540,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K,aVAbHaDE
36,Local-gov,248263,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,eSliSEJm
44,Private,176063,Bachelors,P,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,eaEuRElO
26,Self-emp-not-inc,263300,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,<=50K,mgkSprAo
64,Local-gov,182866,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,KZCZYhMO
35,Private,154410,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,?,fRtdKcCi
52,Private,98980,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,?,haLJvDiJ
18,Private,115759,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,EXNMTUsQ
46,Local-gov,209057,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,KmVyCnsV
35,Local-gov,231180,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,?,jDgnvdnC
25,Private,44861,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,SFWFXByJ
26,State-gov,180886,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,IVGlSllS
45,Private,252242,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,99999,0,55,United-States,>50K,jFyRUrdr
26,Private,53833,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K,vXTnUaLU
35,Private,334291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,ystLfRyE
49,Private,75673,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,OGFdFuJz
21,?,270043,10th,6,Never-married,?,Unmarried,White,Female,0,0,30,United-States,<=50K,pXGrfkMg
44,Private,239723,Some-college,10,Married-spouse-absent,Craft-repair,Unmarried,White,Female,1506,0,45,United-States,<=50K,oVWaMcpc
38,Private,23892,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,xRynhttw
80,?,107762,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,24,United-States,<=50K,RvauZKzv
41,Private,183105,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,44,Cuba,<=50K,MXXhOiuk
40,Private,205195,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,DrjxoPbL
46,Local-gov,344172,Assoc-acdm,W,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,49,United-States,>50K,GkwVUFvV
20,Private,482732,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,24,United-States,?,gxTWxmqV
62,State-gov,33142,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,XErpAArl
42,Private,33126,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,SFrVXEOy
42,Self-emp-inc,100793,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,United-States,>50K,vhbsQvJC
29,State-gov,356089,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,xbGIQeqU
38,Private,189092,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,?,XSGxulLW
35,Private,186035,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,COZIRafb
28,Private,190836,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,United-States,<=50K,oWNbAdfn
32,Local-gov,190228,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,eGocNSWJ
48,Federal-gov,96854,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K,YKxigRSz
27,Private,23940,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,TJyhiOgK
27,Local-gov,229223,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States,>50K,FcZausUZ
55,Private,160303,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,ODMUgGYI
46,Self-emp-inc,175958,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,?,<=50K,wfOQQhrH
44,Private,198282,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,ffftDVUt
21,State-gov,337766,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,VuXqNpLq
64,Private,216208,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,GmbHTLRL
31,Private,213339,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,KSsiLEBM
39,Private,346478,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,jIBMVodQ
22,Private,41763,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,SnVjgXsc
44,Self-emp-inc,352971,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,OKPHWvFB
26,Private,181920,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,cDODpWwd
21,Private,155818,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,ZEuoElJi
48,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K,glhWwdkg
45,Private,174127,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,?,FowRHwyX
56,Private,73684,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K,TTJvzgNt
32,Private,183304,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,>50K,NrsLyslT
17,Private,202521,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,mVKRzOgS
31,Federal-gov,206823,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,>50K,fatKUtlU
57,Self-emp-not-inc,130957,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,United-States,>50K,RgvimaJh
50,Private,207367,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,Cuba,<=50K,OAXaHfIP
61,Local-gov,167347,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,uoyEigLd
58,Local-gov,81132,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,80,Philippines,>50K,kgYafHsw
40,Private,179557,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,AQBzagty
41,Private,207375,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,?,BRwgCoFs
23,Private,129980,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,SSzaINfl
37,Private,178136,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,CRpkZGaq
22,?,213291,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K,CjjilbWs
43,Private,390369,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,uuPlZrBg
37,Private,218249,11th,7,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,?,IFczJsRU
32,Self-emp-not-inc,63516,HS-grad,S,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K,IQLjiNQd
55,Local-gov,173090,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K,YmzgQSzW
47,Private,185041,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,OtDDzhbe
44,Private,344060,Bachelors,G,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,>50K,lNlFHrKs
27,Private,156266,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K,RnPBZCYL
22,Private,400966,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,?,XsOKyyGI
22,Private,169188,HS-grad,K,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,NfznhhLa
38,Private,165930,Some-college,B,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,BhbfettE
21,Private,189013,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,LCVrgciC
21,Private,170800,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,LTVeluoZ
47,Local-gov,115304,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,GKwuisoo
35,Local-gov,331395,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,<=50K,ztORsWje
58,Local-gov,153914,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,sXqQTKsN
37,Private,201531,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,EzMLRIFm
58,Private,132606,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,ZcOCQEjP
33,Self-emp-inc,196963,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K,tgwydPRN
42,Self-emp-inc,203233,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,99,United-States,>50K,kgulMYmi
22,Private,188544,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,IVPDZKay
21,Private,210165,9th,5,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,DeUmObRP
44,Private,240043,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50K,qrIcHovi
37,Private,118577,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K,DfCZGcsn
38,Self-emp-not-inc,180477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K,rMSlKfoI
28,Private,185061,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,CbXxWCYK
43,Private,174575,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K,eYlohblG
20,Private,162151,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,rnDWkkEM
44,Self-emp-not-inc,255543,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,>50K,gOOTbtvc
33,Private,355996,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,eYdYAaiK
26,Private,59306,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,ritAIVwG
36,Private,198587,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,arHThbSY
23,Private,143003,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1887,50,India,>50K,ctGGOahH
43,Self-emp-inc,27444,Bachelors,B,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,>50K,xMRLRIOw
44,Private,297248,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,Columbia,<=50K,ZYPTlGNy
50,Federal-gov,36489,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,JTfgayEL
76,?,211453,HS-grad,O,Widowed,?,Not-in-family,Black,Female,0,0,2,United-States,<=50K,DFuIiGHe
26,Private,181838,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,YRQgijkx
21,Private,162667,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,?,RVkEnUSK
30,Private,202450,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,?,mqzfqzZb
19,Private,311015,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,pVHCRgls
35,Private,343403,Doctorate,16,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,20,?,<=50K,OYtmdNLQ
33,Private,231826,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,ebRWowAY
23,Private,119665,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,<=50K,vLwjFVbe
38,Self-emp-not-inc,166497,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,vJXGLjqH
63,Private,133144,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2580,0,20,United-States,<=50K,TJooXpOy
30,Private,143540,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,PJbeYxty
61,Private,183355,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,SOmBmeRm
20,Private,60639,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,<=50K,gulKaAcC
45,State-gov,160599,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,DFNErRcY
36,Private,126675,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1579,40,United-States,<=50K,RapphdaW
53,Self-emp-not-inc,122109,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,70,United-States,<=50K,zeZXvRvC
33,Private,44623,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,btSnuqZk
58,Private,238438,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K,FgUTPfaF
37,Federal-gov,197284,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,aeYMfUla
23,Private,345577,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K,jEsXhSnc
29,Private,272913,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K,pakkJsPp
61,Private,179743,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,20,United-States,<=50K,hFfVpzSC
34,Private,111415,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,?,ZbwYwahT
50,Local-gov,177705,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,48,United-States,<=50K,nVAKeTpE
60,Private,276009,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,Philippines,<=50K,rYyKfjty
24,?,247734,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K,LvEAKdLp
42,Private,99651,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,TQmAqaXF
42,Local-gov,125155,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,90,United-States,<=50K,ysxOkDoz
26,Private,377754,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,parhsRBi
48,Private,210424,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,914,0,40,United-States,<=50K,UHeOFQxO
47,Private,188195,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,PNjUXtrs
69,?,163595,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K,JsnhmxQl
46,Private,116635,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,0,0,36,United-States,<=50K,hWoVWnkN
24,Local-gov,196816,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,?,nEmcGAwN
27,Private,50132,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,?,DRqsYctl
17,Private,117798,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,vOZSYEEq
36,Private,199947,Some-college,B,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K,fJWgTVeC
66,Private,123484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,EeuVSVGw
46,Self-emp-inc,200949,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,?,<=50K,KxdbjrKJ
46,Private,131091,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,?,ApZxefUZ
37,Private,152909,Assoc-voc,D,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K,PuLpLyhN
36,Private,193815,Some-college,A,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,?,IEcoiyzj
40,?,253370,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,35,United-States,>50K,SkAnwJji
64,Private,114994,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,CIHDtLIV
22,Private,58916,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,?,TdROohOF
37,Private,130277,5th-6th,L,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,uyxubQcJ
50,Self-emp-not-inc,183915,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,WpdQWROU
38,Private,233194,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,?,dNJwBKwa
44,Self-emp-inc,168845,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,<=50K,lhYKjQXm
48,Private,307440,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,45,Philippines,?,RcnOQaTU
34,Private,196266,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,JKwMGUCD
45,Private,118714,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,VVHuyOAw
56,Private,182062,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,?,fkkWIWCZ
32,Self-emp-not-inc,33404,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,10520,0,50,United-States,?,DEjzFrLY
27,Private,106935,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,MjNwfRLR
21,Private,221661,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,mAZHMfjA
53,State-gov,227392,Some-college,B,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,QfFTUFWn
43,Private,169076,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,nqiuxNda
34,Local-gov,143699,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,fNuNsDIZ
36,Self-emp-not-inc,89622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,>50K,VzRWKAvX
50,Private,273536,7th-8th,4,Married-civ-spouse,Sales,Husband,Other,Male,0,0,49,Dominican-Republic,<=50K,NbkAWqyj
29,Private,183523,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,qtSOcCCx
34,State-gov,49539,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,xQTdbCYC
23,Private,398130,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,96,United-States,<=50K,NRnaObiS
55,Self-emp-not-inc,50215,Assoc-voc,Z,Married-civ-spouse,Other-service,Wife,White,Female,0,0,42,United-States,<=50K,JQHhaRfs
23,Private,223367,Some-college,O,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,tnbZXqOv
26,Private,86483,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,EbbGCCyF
43,State-gov,206927,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,tNKcNTIW
45,Self-emp-not-inc,196858,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,ZQXLPXfH
40,Private,77370,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,vrnCPSeq
23,State-gov,110128,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,jrlgJJTn
43,Private,118536,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K,jvWoKBTl
30,Private,224147,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K,IbwqLEyX
43,Private,170721,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,VlKqgNKc
31,Private,340880,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,WmIYgcQC
25,Private,152246,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K,dTadvaQS
24,Private,206891,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,EfTTHXgx
35,Private,341643,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K,XYIqEBIn
26,Private,259585,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,24,United-States,<=50K,ijLdZnmS
55,Private,109075,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,5013,0,48,United-States,<=50K,faZIRSHJ
26,Private,195562,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K,CAATJPSM
48,Private,199590,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,>50K,YEoivKTX
62,State-gov,265201,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,zPyEUFTR
46,State-gov,146305,Some-college,10,Divorced,Tech-support,Not-in-family,Other,Female,0,0,48,United-States,<=50K,RzgddGCb
48,Private,193775,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,38,United-States,>50K,aEtjdRPl
49,Federal-gov,213668,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,>50K,cTaHeCan
50,Private,378747,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,OcrTunfG
27,Private,130807,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,ENlwdJsq
61,Self-emp-not-inc,36671,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,United-States,<=50K,HZSbgMtO
19,?,341631,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,25,United-States,<=50K,nPyrXfHa
37,Private,179731,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,ojPICWkS
41,Private,151856,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,ucbaLakI
28,Private,209641,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K,HtLuZkug
21,?,202214,Some-college,10,Never-married,?,Own-child,White,Female,0,1721,40,United-States,<=50K,oaraZsLj
47,Local-gov,140644,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,agvKWHoo
21,State-gov,254620,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,16,United-States,<=50K,KBlZqfQd
81,Self-emp-inc,104443,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,?,<=50K,ccGVFWrP
44,Private,133986,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,NqeWETjo
45,Self-emp-inc,311231,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United-States,?,AoPixEPM
