age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,education_encoded
18,Private,30246,11th,7.0,Never-married,Craft-repair,Own-child,White,Female,45,United-States,<=50K,2
46,Self-emp-not-inc,135339,HS-grad,9.0,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,45,India,>50K,12
31,Private,90668,10th,10.06420796100731,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,1
47,Local-gov,398397,Masters,14.0,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,13
46,State-gov,238648,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,>50K,12
32,Private,29312,HS-grad,10.06420796100731,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,12
38,Private,166416,HS-grad,10.06420796100731,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
60,Private,176731,HS-grad,10.06420796100731,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,12
27,Private,171133,10th,10.06420796100731,Never-married,Other-service,Own-child,White,Female,38,United-States,<=50K,1
25,Private,124590,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,<=50K,12
19,Private,210509,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,16
42,Local-gov,281315,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,10
40,Private,186916,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
30,Private,197947,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,40,Puerto-Rico,<=50K,12
33,Local-gov,300681,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,12
38,Private,65466,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,10
23,Private,132053,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,16
56,Private,177368,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,16
19,Private,351040,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,40,Puerto-Rico,<=50K,16
44,Private,205051,10th,6.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,1
18,Private,110230,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,5,United-States,<=50K,2
77,Private,331863,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,2,United-States,<=50K,16
26,Private,108019,HS-grad,10.06420796100731,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
50,Private,99185,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,12
42,Federal-gov,132125,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K,10
47,Local-gov,174126,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,12
21,Private,191497,Some-college,10.0,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,16
48,Self-emp-inc,214994,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,16
37,Private,172256,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K,16
35,Private,93225,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
41,Federal-gov,73070,Masters,10.06420796100731,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,<=50K,13
23,Private,118693,Bachelors,10.06420796100731,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K,10
59,Private,142326,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,9
49,Federal-gov,195949,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
27,Private,238859,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,9
24,Private,55424,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,10
24,Private,121313,Some-college,10.06420796100731,Never-married,Transport-moving,Own-child,White,Male,50,United-States,<=50K,16
22,Private,109039,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K,12
43,Private,27766,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Male,60,United-States,>50K,10
23,Private,103064,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,12
29,Private,410216,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,12
59,Private,35723,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K,10
22,Private,264738,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,Female,42,Germany,<=50K,12
66,Private,59056,10th,6.0,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K,1
58,Local-gov,98361,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,12
56,Private,279340,11th,7.0,Separated,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,2
18,Private,113814,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,12
45,Self-emp-inc,200825,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,10
34,Private,61308,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,12
28,Self-emp-not-inc,240172,Masters,10.06420796100731,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,13
63,Private,223637,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,50,United-States,<=50K,12
46,Private,166546,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K,16
51,Self-emp-not-inc,323963,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,12
20,Private,323009,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Female,40,Germany,<=50K,12
49,Private,323798,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,16
24,Private,157332,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Female,42,United-States,<=50K,16
39,Self-emp-not-inc,134475,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,10
36,Private,301227,5th-6th,3.0,Separated,Priv-house-serv,Unmarried,Other,Female,35,Mexico,<=50K,5
26,Private,491862,Assoc-voc,11.0,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K,9
45,Private,103540,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,12
33,Private,149184,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,>50K,12
52,Federal-gov,43705,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,16
22,Private,334593,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,16
28,Private,37933,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,48,United-States,<=50K,12
35,Private,186815,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
52,Private,42924,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,3
53,Private,261207,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,40,Peru,<=50K,12
42,Local-gov,238188,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,13
25,Private,336440,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,16
55,Private,26716,10th,6.0,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K,1
22,Private,412316,HS-grad,9.0,Never-married,Sales,Other-relative,Black,Male,40,United-States,<=50K,12
24,State-gov,249385,Bachelors,13.0,Never-married,Adm-clerical,Other-relative,White,Female,10,United-States,<=50K,10
59,Private,95967,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K,15
23,Private,163687,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,16
23,Private,141264,Some-college,10.0,Never-married,Exec-managerial,Other-relative,Black,Female,40,United-States,<=50K,16
23,Private,155818,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,10
31,Private,75755,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K,10
30,Federal-gov,49398,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,10
24,Private,111450,HS-grad,9.0,Never-married,Transport-moving,Unmarried,Black,Male,40,United-States,<=50K,12
43,Private,62857,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,16
45,Private,293691,HS-grad,10.06420796100731,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Japan,<=50K,12
17,Private,202344,10th,6.0,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,1
17,Private,56986,12th,8.0,Never-married,Sales,Own-child,White,Female,18,United-States,<=50K,3
52,Self-emp-not-inc,209642,HS-grad,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,12
23,Private,194102,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K,10
48,Private,349986,Prof-school,10.06420796100731,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,15
41,Private,288568,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
38,Private,258761,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,12
19,Private,300679,Some-college,10.06420796100731,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K,16
27,Private,181280,Masters,14.0,Never-married,Handlers-cleaners,Unmarried,White,Male,30,United-States,<=50K,13
43,Private,105188,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,40,Haiti,<=50K,12
42,Private,53956,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,12
23,Private,37514,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K,16
30,Self-emp-inc,178383,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,70,United-States,<=50K,16
18,Private,110142,HS-grad,10.06420796100731,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,12
38,Private,193026,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,12
25,Private,215188,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,12
51,Private,194097,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,12
47,Local-gov,80282,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
47,Self-emp-not-inc,117865,HS-grad,9.0,Married-AF-spouse,Craft-repair,Husband,White,Male,90,United-States,<=50K,12
25,Private,152165,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,10
37,Private,111268,Assoc-voc,11.0,Never-married,Craft-repair,Own-child,White,Female,32,United-States,<=50K,9
30,Private,46492,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,10
40,Private,37618,Some-college,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,16
23,Private,35633,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,12
26,State-gov,208122,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,15,United-States,<=50K,10
36,Private,157278,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,16
28,Federal-gov,116062,Assoc-acdm,10.06420796100731,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,8
28,Private,185127,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Male,54,United-States,<=50K,16
51,Private,183611,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,White,Male,55,Germany,<=50K,8
41,Private,325159,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,10
24,Private,143766,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,55,United-States,<=50K,16
44,State-gov,119567,Masters,14.0,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,13
37,Local-gov,116736,HS-grad,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
31,Private,208785,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,2
52,Private,118025,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,10
60,Self-emp-not-inc,148492,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,12
32,Private,34437,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,12
19,Private,375114,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,12
37,Private,243409,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
45,Private,302584,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,10
30,Private,193246,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,12
53,Private,274276,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,12
50,Private,400004,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,16
45,Local-gov,198759,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,12
55,Private,282753,5th-6th,3.0,Divorced,Other-service,Unmarried,Black,Male,25,United-States,<=50K,5
23,Private,185554,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,10
50,Private,94391,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,9
45,Private,190088,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K,12
22,Private,287988,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,15,United-States,<=50K,16
57,Self-emp-inc,161662,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,10
48,Private,65353,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,<=50K,9
50,Private,193871,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,10
71,Self-emp-not-inc,401203,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,United-States,>50K,10
35,Private,187329,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,10
50,Private,220019,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,13
38,Self-emp-not-inc,109133,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,13
63,Private,81605,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,12
24,Private,190015,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
36,Private,108103,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,12
38,State-gov,255191,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,12
37,Self-emp-not-inc,184655,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,12
38,Private,216385,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Haiti,<=50K,12
38,State-gov,110426,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,11
26,Private,158397,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,12
23,Private,526164,Bachelors,13.0,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,10
47,Private,163814,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1
30,Self-emp-not-inc,227429,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,45,Yugoslavia,<=50K,12
38,Local-gov,316470,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,10
25,Self-emp-not-inc,72338,HS-grad,9.0,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,12
23,Private,203139,Some-college,10.0,Never-married,Other-service,Other-relative,White,Female,40,United-States,<=50K,16
46,Private,145636,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,12
59,Self-emp-not-inc,170411,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,6
27,Private,128730,Assoc-voc,11.0,Never-married,Exec-managerial,Not-in-family,White,Male,65,Greece,>50K,9
33,Private,236396,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,10
40,Private,183765,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,12
40,Private,85604,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,<=50K,13
17,Private,154078,12th,8.0,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K,3
40,Private,70645,Some-college,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,20,United-States,<=50K,16
39,Private,165848,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,12
39,Private,141748,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,12
38,Local-gov,181721,Bachelors,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K,10
54,Federal-gov,439608,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,16
23,Private,442274,12th,8.0,Never-married,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K,3
28,Self-emp-not-inc,175710,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,12
24,Private,200295,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K,16
28,Private,113635,12th,8.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,3
42,Private,222011,Some-college,10.06420796100731,Divorced,Sales,Unmarried,White,Female,43,United-States,<=50K,16
57,Private,205708,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,<=50K,16
51,Private,103529,11th,7.0,Divorced,Other-service,Unmarried,Black,Female,30,United-States,<=50K,2
54,Self-emp-not-inc,406468,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,<=50K,12
22,Private,186573,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Female,46,United-States,<=50K,12
18,Private,183034,Some-college,10.06420796100731,Never-married,Sales,Own-child,Black,Male,35,United-States,<=50K,16
23,Private,47218,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,16
25,Private,187577,Assoc-acdm,12.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,8
23,Private,209770,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,12
28,Private,461929,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,<=50K,6
22,Private,201959,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,<=50K,12
55,Private,449576,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,48,Mexico,<=50K,5
50,Private,46401,Bachelors,13.0,Married-spouse-absent,Sales,Not-in-family,White,Female,20,Germany,<=50K,10
42,Self-emp-not-inc,323790,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,10
34,Private,24361,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,10
40,Private,193459,Assoc-acdm,12.0,Separated,Machine-op-inspct,Not-in-family,White,Male,40,Outlying-US(Guam-USVI-etc),<=50K,8
48,Private,107231,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
32,Private,388672,Some-college,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,16,United-States,<=50K,16
36,Private,239755,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,10
49,Self-emp-not-inc,259087,11th,7.0,Widowed,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,2
32,Private,169768,Bachelors,13.0,Separated,Tech-support,Not-in-family,Black,Male,40,United-States,<=50K,10
36,Federal-gov,67317,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,12
29,Private,225654,HS-grad,10.06420796100731,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,12
39,Private,187098,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,47,United-States,>50K,15
43,State-gov,30824,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,16
18,Private,236276,Some-college,10.06420796100731,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,16
33,Private,205469,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,16
45,Private,122002,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,16
73,Self-emp-not-inc,300404,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,6,United-States,>50K,16
52,Self-emp-not-inc,149508,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,>50K,9
42,Private,285787,Assoc-acdm,12.0,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,8
40,Private,259307,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,13
33,Private,204829,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,12
37,Private,116409,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,15
23,Private,32950,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,16
46,Federal-gov,213140,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,13
47,Private,187969,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,38,United-States,<=50K,2
32,Private,234976,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,<=50K,16
27,Private,187450,Bachelors,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,10
63,Private,180099,10th,6.0,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K,1
41,Private,421871,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,12
61,Private,194956,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,12
60,Private,36077,7th-8th,10.06420796100731,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,6
29,Private,389713,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,9
28,Private,398220,5th-6th,3.0,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,<=50K,5
72,Private,402306,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,32,Canada,<=50K,16
36,Private,162358,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,13
43,Federal-gov,92775,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,9
50,Private,40623,Some-college,10.06420796100731,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,16
40,Private,116632,Bachelors,13.0,Divorced,Sales,Own-child,White,Male,80,United-States,<=50K,10
46,Private,97883,Bachelors,10.06420796100731,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K,10
44,Self-emp-not-inc,33121,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,<=50K,16
63,Private,316627,10th,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,<=50K,1
27,Private,104423,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,12
35,Private,33397,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K,12
51,Private,117847,HS-grad,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,<=50K,12
56,Private,182460,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,10
50,Private,161438,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,12
36,Private,166549,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,55,United-States,>50K,10
28,Private,189346,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,12
19,Private,124884,9th,5.0,Never-married,Craft-repair,Not-in-family,White,Female,25,United-States,<=50K,7
22,Private,237720,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
34,Private,181091,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,10
30,Private,194901,Prof-school,10.06420796100731,Divorced,Sales,Own-child,White,Male,55,United-States,<=50K,15
59,Self-emp-inc,253062,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,15
22,Private,264874,Some-college,10.0,Never-married,Tech-support,Other-relative,White,Female,40,United-States,<=50K,16
48,Private,143281,HS-grad,9.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,48,United-States,<=50K,12
22,Private,140001,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,10
39,Private,202937,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,13
17,Private,192173,9th,5.0,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,7
35,Private,143058,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K,12
28,Private,264498,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,10
38,Self-emp-not-inc,184456,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,80,Italy,<=50K,12
20,Local-gov,163965,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,12
48,Private,97470,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,16
34,Local-gov,255098,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,10
69,Private,164110,Bachelors,10.06420796100731,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,10
