age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
47,3,156417,1,10.0,2,1,3,0,0,20,0,0
45,0,125892,0,9.0,5,0,1,0,0,40,1,0
18,0,436163,5,7.0,1,1,2,0,0,20,0,0
18,0,173255,0,9.0,1,7,2,0,0,25,0,0
32,0,326283,2,13.0,1,5,3,4,0,40,0,0
33,2,511289,4,11.0,0,11,0,0,0,48,0,1
27,0,123302,0,9.0,0,5,0,0,0,40,1,0
40,0,188465,0,9.0,2,5,1,0,1,35,0,0
25,0,195481,0,9.0,0,3,5,0,0,40,0,0
39,5,263690,3,10.0,0,5,0,1,0,40,1,0
67,0,150516,8,4.0,0,0,0,0,0,24,0,0
24,0,201799,2,13.0,1,7,2,0,1,84,0,0
34,0,179641,2,13.0,1,1,1,0,1,45,0,0
38,5,215419,3,14.0,1,2,1,0,1,55,1,0
40,0,201764,0,9.0,2,0,1,0,0,40,0,0
23,3,186634,2,13.0,1,3,1,0,0,16,0,0
68,0,407338,1,10.0,0,0,0,0,0,20,0,0
48,3,118330,2,13.0,0,2,0,0,0,40,0,1
29,0,162298,2,13.0,0,4,0,0,0,55,0,1
36,0,175130,5,7.0,2,7,3,0,1,40,0,0
50,2,24013,3,14.0,0,2,0,0,0,55,0,1
50,0,174102,0,9.0,2,0,2,0,0,40,1,0
66,0,270460,8,4.0,2,0,1,0,0,40,0,0
62,0,143746,0,9.0,2,5,1,0,1,40,0,0
60,0,223696,14,10.0,2,0,1,4,0,38,1,0
21,0,163595,1,10.0,1,5,2,0,0,35,0,0
24,1,81145,1,10.0,1,5,1,0,1,75,0,0
32,0,119124,2,10.0,1,1,2,0,0,40,0,0
47,0,158685,11,8.0,2,5,1,0,1,48,0,0
22,1,143062,0,9.0,1,5,2,0,0,40,1,0
45,5,179638,3,14.0,2,2,1,0,0,40,0,0
34,0,85355,2,13.0,1,3,2,0,0,40,0,0
44,2,236321,0,9.0,2,7,2,0,0,25,0,0
42,0,200574,1,10.0,0,4,0,0,0,40,0,0
33,2,222654,1,10.0,0,8,0,0,0,66,0,0
51,0,334679,4,11.0,4,1,3,2,1,40,0,0
48,0,216093,2,13.0,0,8,0,0,0,40,0,0
45,0,252079,1,10.0,0,1,0,0,0,50,0,0
37,1,82540,10,10.0,0,7,0,0,0,70,0,1
30,0,345122,9,15.0,0,1,0,0,0,50,0,0
60,0,124987,0,9.0,0,4,0,0,0,20,0,0
73,1,268832,0,9.0,0,9,0,0,0,45,0,0
36,0,68089,0,9.0,1,6,3,3,1,40,0,0
45,4,61885,2,10.0,0,2,0,0,0,48,0,1
75,0,71385,0,9.0,2,8,1,0,1,20,0,0
55,2,115457,0,9.0,0,5,0,0,0,40,0,0
50,4,156623,9,15.0,0,1,0,2,0,50,1,1
17,0,333304,0,9.0,1,5,2,0,1,40,0,0
23,0,267471,11,8.0,1,4,2,0,1,25,0,0
20,0,188923,1,10.0,1,5,2,0,1,37,0,0
45,2,37306,2,13.0,0,1,0,0,0,45,0,1
35,3,172475,2,13.0,1,2,1,2,1,45,0,0
17,0,250541,5,7.0,1,0,2,1,0,8,0,0
33,1,167476,5,7.0,2,8,1,0,0,7,0,0
18,0,230875,5,7.0,1,3,1,0,0,40,0,0
51,0,146767,2,10.0,0,1,0,0,0,40,0,1
39,0,192664,1,10.0,2,6,2,0,0,40,0,0
46,0,234690,0,9.0,0,4,0,0,0,40,0,0
52,2,236497,2,10.0,0,10,0,0,0,40,0,0
37,0,193855,0,9.0,0,7,0,0,0,45,0,0
37,0,193855,0,9.0,0,0,0,0,0,50,0,0
17,0,394176,7,6.0,1,8,2,0,0,20,0,0
46,3,421223,1,10.0,1,2,1,0,1,40,0,0
26,0,257910,1,10.0,1,5,1,0,0,60,0,0
42,1,34037,2,13.0,1,9,2,0,0,35,0,0
55,0,141877,2,13.0,0,6,0,0,0,40,0,0
23,0,181659,1,10.0,1,4,1,0,0,40,0,0
50,0,558490,0,9.0,2,3,1,1,0,40,0,0
36,0,301614,1,10.0,2,0,1,0,0,45,1,0
60,0,24215,7,6.0,2,0,1,3,1,10,0,0
55,1,41938,2,13.0,0,1,4,0,1,8,0,0
55,1,105239,0,9.0,0,0,0,0,0,60,0,0
31,0,301637,4,10.0,1,9,2,0,0,40,0,0
21,0,131230,0,9.0,0,0,0,0,0,37,0,0
37,0,109133,0,9.0,0,6,0,0,0,40,1,0
36,1,125933,9,15.0,1,1,1,0,0,55,0,1
36,0,232874,2,13.0,0,10,0,0,0,40,0,0
34,1,527162,1,10.0,0,2,0,0,0,30,0,0
18,5,201686,5,7.0,1,6,2,0,0,4,0,0
25,0,182227,0,10.0,0,0,0,0,0,40,0,0
61,2,28375,3,10.0,2,1,1,0,1,70,0,0
41,0,27444,1,10.0,0,3,0,0,0,46,0,1
29,0,203797,1,10.0,0,2,0,1,0,40,0,0
49,0,168837,4,11.0,2,5,3,0,1,20,0,0
50,0,101119,7,10.0,0,7,0,0,0,40,0,0
67,0,180539,0,9.0,0,4,0,0,0,10,0,0
46,0,164877,1,10.0,0,0,0,0,0,44,0,0
48,5,247043,0,9.0,2,3,1,0,0,40,0,0
40,0,170019,0,10.0,1,5,1,0,0,40,0,0
49,0,65087,3,14.0,0,2,0,0,0,50,0,1
52,4,68015,1,10.0,0,4,0,0,0,90,0,1
41,0,95168,0,9.0,1,6,3,1,1,40,0,0
40,3,150533,2,13.0,0,1,5,0,0,40,0,0
29,0,36601,2,10.0,1,1,1,0,1,50,0,0
66,0,236879,15,1.0,4,12,5,0,1,40,1,0
45,0,112929,8,4.0,2,6,1,1,1,35,0,0
38,0,76878,5,7.0,0,0,0,0,0,40,0,1
18,0,423024,0,9.0,1,5,1,0,0,20,0,0
42,0,153489,2,13.0,0,2,0,0,0,40,0,0
61,1,186000,4,11.0,4,0,3,0,1,40,1,0
40,0,71305,0,9.0,0,5,0,1,0,40,0,0
44,0,13769,1,10.0,0,2,0,3,0,40,0,1
22,0,224969,0,9.0,1,3,2,0,0,40,0,0
19,0,311974,14,2.0,1,6,5,0,0,40,1,0
17,0,347322,7,6.0,1,4,2,0,1,20,0,0
47,0,386136,6,12.0,0,1,0,0,0,40,0,1
64,0,200017,0,9.0,4,0,1,0,1,20,0,0
20,0,224640,1,10.0,1,3,2,0,1,40,0,0
63,0,38352,0,9.0,4,3,3,0,1,40,0,0
49,0,72333,1,10.0,2,3,1,2,1,40,0,0
20,0,161922,0,9.0,1,8,1,0,0,43,0,0
23,0,186666,1,10.0,1,6,1,0,0,40,0,0
54,2,172991,0,9.0,0,7,0,0,0,40,0,0
42,5,33521,2,13.0,0,1,0,0,0,40,0,0
48,0,240175,5,7.0,3,5,3,1,0,22,0,0
48,0,99385,0,9.0,3,3,1,0,1,40,0,0
20,0,143604,1,10.0,1,4,3,0,1,2,0,0
31,3,181824,2,13.0,0,1,4,0,1,35,0,1
35,0,270572,2,13.0,2,1,1,0,1,40,0,1
21,0,88926,1,10.0,1,1,2,0,0,10,0,0
34,0,111746,0,9.0,3,0,1,0,0,45,1,0
28,0,203710,2,13.0,1,6,1,0,0,40,0,0
25,0,211424,2,13.0,1,5,2,0,0,40,0,0
40,3,175304,1,10.0,2,4,1,0,1,40,0,0
54,0,204304,0,9.0,2,3,1,0,1,40,0,0
24,0,417668,2,13.0,1,1,2,0,0,30,0,0
50,0,48358,0,9.0,0,0,0,0,0,40,0,1
42,2,177937,2,10.0,2,1,1,0,0,50,0,0
56,0,21626,0,9.0,1,3,3,0,0,43,0,0
36,1,34378,4,11.0,0,9,0,0,0,75,0,0
40,0,190292,0,9.0,2,6,3,0,0,40,0,0
31,0,163303,4,11.0,2,4,2,0,1,38,0,0
49,0,200198,0,9.0,0,5,0,1,0,40,0,0
22,0,136824,5,7.0,1,3,1,0,0,40,0,0
42,0,340885,0,9.0,2,9,1,0,0,44,0,0
41,5,341638,6,12.0,0,11,0,0,0,92,0,0
33,3,237903,1,10.0,2,1,1,0,1,40,0,0
40,0,72887,4,11.0,0,6,0,2,0,40,0,1
47,0,323798,9,10.0,0,1,0,0,0,55,0,1
43,0,241895,2,13.0,0,2,0,0,0,50,0,1
35,0,102268,2,10.0,0,2,0,0,0,45,0,0
29,0,83742,0,9.0,2,5,3,0,1,45,0,0
46,4,40666,0,9.0,0,9,0,0,0,40,0,1
34,0,158800,2,13.0,0,2,0,0,0,50,0,1
33,0,213179,1,10.0,0,6,0,0,0,40,0,0
41,0,138868,2,10.0,1,4,1,0,1,40,0,0
43,4,137232,2,13.0,5,4,3,0,1,42,0,0
34,0,206297,2,13.0,0,2,0,0,0,48,0,1
58,0,158002,1,10.0,0,4,0,1,0,40,0,0
36,0,30269,1,10.0,0,5,4,0,1,32,0,1
57,4,127728,9,15.0,0,1,0,0,0,60,0,1
29,0,112754,1,10.0,1,0,2,0,0,40,0,0
47,1,243631,2,13.0,0,1,0,2,0,40,1,0
49,0,128736,2,13.0,1,1,3,0,1,40,0,0
24,1,151818,0,9.0,1,0,1,0,0,35,0,0
49,0,227690,0,9.0,2,0,1,0,1,40,0,0
20,0,197997,0,9.0,1,9,2,0,0,40,0,0
44,0,160785,2,13.0,0,4,0,0,0,60,0,1
38,0,104089,4,10.0,1,0,2,0,0,40,0,0
43,4,303211,0,9.0,1,2,2,0,0,40,0,0
71,0,99894,13,3.0,4,12,1,2,1,75,0,0
53,0,81794,11,8.0,0,3,4,0,1,40,0,0
61,2,176731,0,9.0,0,8,0,0,0,40,0,0
51,0,138251,0,9.0,0,7,0,0,0,60,0,0
30,0,159589,3,14.0,0,0,0,0,0,46,0,1
37,0,97925,0,9.0,2,3,1,0,1,40,0,0
28,0,76313,1,10.0,0,0,0,3,0,60,0,0
19,2,27382,1,10.0,1,3,2,0,0,40,0,0
59,3,105363,0,9.0,1,3,2,0,0,40,0,0
31,0,118551,0,10.0,1,10,1,0,1,40,0,0
55,0,144071,2,13.0,0,10,0,0,0,18,0,1
22,0,122272,2,13.0,1,3,2,0,1,35,0,0
35,1,95639,5,7.0,0,1,0,3,0,4,0,0
53,0,108435,0,10.0,0,10,0,0,0,40,1,0
38,0,91039,2,10.0,0,4,0,0,0,48,0,1
30,0,178835,1,10.0,0,4,0,0,0,55,0,0
57,0,316000,0,9.0,0,0,0,0,0,40,0,0
30,2,319280,0,9.0,0,11,0,0,0,40,0,1
47,0,275967,7,6.0,0,0,0,0,0,35,0,0
64,0,133169,5,7.0,4,6,1,0,1,40,1,0
32,1,134737,2,13.0,0,6,0,0,0,70,0,0
30,0,75167,1,10.0,0,6,0,0,0,40,0,0
49,0,234320,8,4.0,1,1,5,1,0,45,0,0
22,0,196943,1,10.0,3,0,2,0,0,25,0,0
31,0,420749,6,12.0,0,0,0,0,0,40,0,1
36,2,305714,0,9.0,1,5,3,1,1,70,0,0
26,0,375313,1,10.0,1,0,2,2,0,40,1,0
27,0,146687,1,10.0,1,5,1,0,0,40,0,0
27,2,255237,2,13.0,1,1,1,0,1,40,0,0
28,0,128055,0,10.0,0,0,0,0,0,60,0,0
32,5,72630,9,15.0,1,1,1,0,0,55,0,0
21,0,347292,0,9.0,1,0,1,0,0,40,0,0
39,0,179671,7,6.0,0,0,0,0,0,40,0,0
61,0,56248,14,2.0,0,6,0,0,0,60,0,1
52,2,153064,1,10.0,0,2,0,0,0,40,0,1
17,0,47199,5,7.0,1,12,2,0,1,24,0,0
58,0,56392,1,10.0,0,4,0,0,0,40,0,0
48,0,197836,1,10.0,0,6,0,0,0,40,0,1
32,0,219553,5,7.0,0,0,0,0,0,60,0,0
33,0,103651,0,9.0,2,5,1,0,0,60,0,0
50,0,153931,0,9.0,2,3,1,0,1,40,0,0
64,3,277657,0,9.0,4,3,1,0,1,24,0,0
38,0,312271,2,13.0,0,1,0,0,0,50,0,1
24,0,283896,0,9.0,1,8,1,0,0,40,0,0
45,0,167381,0,9.0,2,4,3,0,1,32,0,0
39,0,334366,2,13.0,3,1,3,0,1,50,0,1
72,0,33608,1,10.0,0,0,0,0,0,30,0,1
48,5,215389,0,9.0,0,7,0,1,0,40,0,1
40,0,291192,0,9.0,4,4,1,0,1,40,0,0
46,0,368561,2,13.0,0,4,0,0,0,55,0,1
34,0,242984,0,9.0,1,3,1,0,0,48,0,0
28,0,96337,1,10.0,1,3,1,0,1,40,0,0
25,0,194342,0,9.0,1,6,2,0,0,40,0,0
36,0,356838,11,8.0,1,0,1,0,0,35,0,0
18,0,211273,0,9.0,1,4,2,0,1,19,0,0
49,0,36032,1,10.0,1,2,1,1,1,40,0,0
24,5,191073,0,9.0,1,13,2,0,0,40,0,0
31,0,191276,4,11.0,2,8,3,0,1,40,0,0
39,0,190297,12,16.0,0,1,0,0,0,55,0,0
28,0,168901,2,10.0,0,1,0,2,0,40,1,0
41,0,110562,2,13.0,0,2,0,0,0,40,0,0
20,0,194891,0,9.0,1,3,1,0,1,40,0,0
25,0,231357,0,10.0,1,3,1,0,1,40,0,0
29,0,278637,2,13.0,0,4,0,0,0,45,0,1
31,0,43716,4,11.0,2,6,3,0,0,43,0,0
31,0,210008,0,9.0,1,4,2,0,1,40,0,0
32,0,207668,2,13.0,1,2,5,0,0,50,0,1
20,0,238685,5,7.0,2,0,1,0,1,40,0,0
70,1,155141,2,13.0,0,0,0,0,0,12,0,1
37,0,179481,2,13.0,0,6,0,0,0,40,0,1
35,5,403489,0,9.0,1,3,2,0,0,40,0,0
70,0,235781,1,10.0,2,9,1,2,0,40,1,0
37,0,139684,0,9.0,2,6,1,0,0,45,0,0
24,0,508548,0,9.0,0,9,0,0,0,50,0,0
22,0,270436,0,9.0,1,5,2,0,0,40,0,0
25,0,321223,1,10.0,2,5,1,0,1,20,0,0
31,0,212235,1,10.0,1,4,1,0,0,45,0,0
48,0,136455,1,10.0,2,0,1,0,1,16,0,0
45,0,233511,2,13.0,0,2,0,0,0,60,0,1
31,0,50753,1,10.0,0,0,0,0,0,70,0,0
47,2,93618,1,10.0,2,3,1,0,1,33,0,0
30,0,156015,1,10.0,0,2,0,0,0,45,0,1
22,0,46645,2,13.0,1,1,1,0,1,9,0,0
20,1,211466,0,10.0,1,7,2,0,0,80,0,0
40,0,223548,0,9.0,0,3,0,0,0,40,1,0
29,0,148429,0,9.0,0,9,0,0,0,60,0,0
23,0,209955,1,10.0,1,4,2,0,0,40,0,0
60,0,25141,1,10.0,0,7,0,0,0,60,0,0
48,0,26502,0,9.0,2,2,1,0,0,40,0,0
43,1,336763,1,10.0,2,4,3,0,1,42,0,0
27,0,252813,9,15.0,1,1,1,0,1,45,0,0
47,0,166634,1,10.0,2,2,3,0,1,40,1,0
24,0,172594,2,13.0,1,3,2,0,1,40,0,0
39,3,195148,1,10.0,0,4,0,0,0,40,0,0
62,0,176839,12,16.0,1,2,1,0,0,50,0,0
40,1,238574,9,15.0,0,1,0,0,0,55,0,1
58,1,605504,0,9.0,0,4,0,0,0,40,0,1
26,0,221626,2,13.0,0,0,4,0,1,40,0,0
44,0,36271,2,13.0,0,0,0,0,0,40,0,0
35,0,219546,1,10.0,1,0,1,0,0,45,1,0
40,2,27444,2,13.0,1,1,1,0,0,50,0,1
23,0,276568,1,10.0,1,4,2,0,1,40,0,0
25,0,126797,0,10.0,5,0,1,0,0,40,0,0
48,0,250648,3,14.0,0,1,0,0,0,35,0,1
38,0,52738,1,10.0,0,0,0,0,0,40,0,0
44,0,29115,1,10.0,1,5,1,0,1,40,0,0
42,1,201522,2,13.0,0,4,0,0,0,60,0,0
20,0,187158,1,10.0,1,3,2,0,1,15,0,0
38,1,53628,4,11.0,2,2,3,0,0,35,0,0
20,0,191910,0,9.0,1,11,2,0,0,40,0,0
19,0,234519,1,10.0,1,0,2,0,0,35,0,0
69,0,111238,10,5.0,0,0,0,0,0,20,0,0
27,0,208249,0,9.0,0,8,0,0,0,62,0,0
37,1,286146,0,9.0,5,5,3,1,1,40,0,0
38,0,172538,2,13.0,0,10,0,0,0,40,0,1
45,0,111706,14,2.0,1,6,3,2,1,40,1,0
26,0,371556,1,10.0,1,3,1,0,1,40,0,0
32,0,296466,0,9.0,0,6,0,0,0,50,0,1
38,5,125933,3,14.0,0,1,0,0,0,40,1,1
29,0,110226,3,14.0,1,4,1,0,0,65,0,0
40,0,213019,0,9.0,2,4,3,0,1,30,0,0
62,0,235997,11,8.0,4,3,3,0,1,37,1,0
63,0,111963,1,10.0,0,1,0,0,0,16,0,0
40,0,105936,0,9.0,0,4,4,0,1,20,0,0
49,0,44434,1,10.0,2,10,5,0,0,35,0,0
49,2,175958,5,7.0,0,8,0,0,0,40,1,0
26,0,196805,1,10.0,0,7,0,1,0,65,0,0
64,0,349826,1,10.0,0,2,0,0,0,40,0,0
28,0,175710,2,13.0,0,2,4,0,1,40,0,1
44,3,166597,3,10.0,0,3,0,0,0,40,0,1
38,0,173208,3,14.0,0,1,0,0,0,25,0,0
34,0,349169,3,14.0,0,0,0,0,0,40,1,0
36,0,145704,0,9.0,2,6,3,0,1,40,0,0
32,0,154120,0,10.0,0,5,0,0,0,40,1,0
19,0,158118,0,9.0,1,5,1,0,1,40,0,0
35,0,253860,0,9.0,2,0,3,0,1,20,0,0
30,1,250499,1,10.0,0,3,4,0,1,55,0,1
39,0,202027,2,13.0,0,2,0,0,0,45,0,1
39,0,509060,1,10.0,2,5,1,0,0,40,0,0
27,1,229125,5,7.0,0,0,0,0,0,40,0,0
31,0,375680,2,13.0,1,1,3,1,1,40,0,0
49,0,165134,4,11.0,1,2,3,0,1,35,1,0
26,0,199600,0,9.0,1,4,1,1,0,40,0,0
23,0,207415,2,10.0,1,2,2,0,1,15,0,0
27,0,257033,0,9.0,1,8,1,1,0,60,0,0
60,0,41517,5,7.0,5,0,3,1,1,20,0,0
40,0,173858,8,4.0,0,5,0,2,0,42,1,0
45,0,247869,2,13.0,0,1,0,0,0,60,0,1
54,5,127455,1,10.0,0,11,0,0,0,48,0,0
26,0,316337,1,10.0,0,6,0,3,0,40,0,0
83,1,213866,0,9.0,4,2,1,0,0,8,0,0
20,0,148509,0,9.0,1,5,1,0,1,40,0,0
42,0,138872,0,9.0,0,7,0,0,0,99,0,0
56,0,170070,0,9.0,0,2,4,0,1,40,0,0
18,0,236262,5,7.0,1,8,2,0,0,12,0,0
32,0,108256,11,8.0,0,7,0,0,0,60,0,1
22,4,150683,0,9.0,1,6,2,0,0,24,0,0
43,0,256813,3,10.0,0,1,0,0,0,40,0,1
76,1,413699,8,4.0,0,9,0,0,0,28,0,0
42,0,143069,0,10.0,0,0,0,0,0,60,0,1
50,0,105010,2,13.0,0,9,0,0,0,45,0,1
18,0,130849,5,7.0,1,5,2,0,1,8,0,0
49,0,34377,11,8.0,0,0,0,0,0,40,0,1
45,0,241350,0,9.0,0,8,0,0,0,48,0,1
18,0,242615,1,10.0,1,3,2,0,1,15,0,0
23,0,223811,2,13.0,1,1,1,0,0,30,0,0
20,0,105312,0,9.0,1,4,1,0,1,35,0,0
52,4,181855,9,10.0,0,1,0,4,0,65,0,1
66,1,51415,4,11.0,0,9,0,0,0,98,0,0
27,0,165014,1,10.0,0,4,2,4,1,11,1,0
46,1,103540,1,10.0,0,2,0,0,0,40,0,0
22,0,178390,0,9.0,1,8,2,0,0,40,0,0
23,0,373550,4,11.0,0,0,0,0,0,40,0,0
60,1,127805,8,4.0,0,7,0,0,0,40,0,1
23,0,308647,4,11.0,0,10,0,0,0,40,0,0
18,0,192409,11,8.0,1,5,2,0,1,25,0,0
36,0,189670,0,9.0,0,6,4,0,1,50,0,0
17,0,138293,5,7.0,1,8,2,0,0,15,0,0
34,0,176711,0,9.0,1,3,2,0,0,40,0,0
36,1,60269,2,13.0,0,4,0,0,0,40,0,0
75,1,157778,4,11.0,2,1,1,0,1,50,0,0
22,0,279802,1,10.0,1,3,2,0,1,40,0,0
39,4,131288,6,12.0,0,4,0,0,0,48,0,0
31,0,118941,1,10.0,1,2,1,0,1,40,0,1
57,0,236944,0,9.0,0,6,0,1,0,40,0,1
20,0,34590,1,10.0,1,9,2,0,0,60,0,0
36,0,104089,4,11.0,1,9,2,0,0,40,0,0
49,1,34845,4,11.0,2,7,1,0,0,48,0,0
32,0,213887,1,10.0,2,6,3,0,0,45,0,0
39,0,344743,1,10.0,0,3,2,1,1,50,0,1
43,0,191712,2,13.0,1,3,1,0,0,40,0,0
34,0,260560,0,9.0,0,6,0,0,0,40,0,0
50,0,171225,2,13.0,0,2,0,2,0,40,1,1
30,0,487330,1,10.0,0,6,0,0,0,30,0,0
34,5,419691,2,13.0,0,11,0,0,0,54,0,0
43,4,320984,1,10.0,0,6,0,0,0,50,0,0
24,0,218678,1,10.0,1,4,1,0,0,49,0,0
45,0,185385,0,9.0,0,0,0,0,0,47,0,1
64,1,106538,3,14.0,2,1,1,0,0,50,0,0
47,5,186256,6,12.0,0,2,0,0,0,40,0,0
48,0,145041,0,9.0,1,6,5,0,0,40,1,0
24,3,123160,3,14.0,5,1,1,2,1,10,1,0
48,0,86009,4,11.0,0,0,0,0,0,40,0,1
43,1,147269,7,6.0,0,0,0,0,0,60,0,0
28,0,75695,1,10.0,3,5,1,0,1,60,0,0
66,1,174995,6,12.0,0,0,0,0,0,30,1,0
36,0,227615,13,3.0,5,0,5,0,0,32,1,0
35,1,108198,0,9.0,2,0,2,3,0,15,0,0
35,0,115792,2,13.0,0,1,0,0,0,55,0,0
25,1,121285,2,10.0,1,4,1,0,1,40,0,0
23,0,256278,8,4.0,0,8,5,4,1,30,1,0
21,0,136873,1,10.0,1,1,2,0,0,10,0,0
50,0,123174,12,10.0,0,1,0,1,0,37,0,1
22,0,141698,0,9.0,1,0,2,0,0,40,0,0
47,1,107231,12,16.0,0,1,0,0,0,35,0,1
41,2,66118,1,10.0,0,7,4,0,1,25,0,0
47,0,230136,0,9.0,0,5,0,1,0,60,0,1
35,0,292472,12,10.0,0,1,0,2,0,40,1,1
26,2,180957,3,14.0,1,1,1,0,0,50,0,0
33,0,157568,0,9.0,0,6,0,0,0,40,0,0
30,2,268482,1,10.0,1,0,2,0,0,40,0,0
60,0,389254,0,9.0,0,3,0,0,0,40,0,0
47,0,266860,1,10.0,0,4,0,0,0,65,0,1
61,0,93997,8,4.0,0,6,0,0,0,40,1,0
61,0,260062,7,6.0,1,5,2,0,1,38,0,0
33,0,150154,2,13.0,0,4,0,0,0,40,0,0
38,0,227615,1,10.0,0,0,0,0,0,40,0,1
43,0,67339,2,13.0,1,6,1,0,0,15,0,0
48,1,175622,4,11.0,0,0,0,0,0,40,0,1
63,2,65479,10,5.0,0,7,0,0,0,40,0,0
38,0,193945,0,9.0,1,7,1,0,0,40,0,0
19,0,96866,1,10.0,1,5,5,0,1,30,0,0
47,0,297884,7,6.0,4,6,1,0,0,40,0,0
32,0,302845,0,9.0,0,2,4,0,1,48,0,0
32,0,235124,11,8.0,2,5,1,0,0,30,0,0
51,1,168539,0,9.0,0,9,0,0,0,84,0,0
26,0,284078,1,10.0,1,3,1,0,0,40,0,0
58,0,293399,5,10.0,4,6,1,0,1,40,0,0
72,0,298070,4,11.0,3,5,3,0,1,25,0,0
35,2,45607,3,14.0,1,1,1,0,0,60,0,1
46,0,163352,0,9.0,0,4,0,0,0,36,0,0
23,0,376416,0,9.0,1,7,2,0,0,40,0,0
49,0,170871,3,14.0,0,2,0,0,0,45,0,0
67,2,204123,2,13.0,0,1,0,0,0,10,0,0
39,0,106964,3,14.0,0,4,0,0,0,55,0,1
44,0,318046,1,10.0,0,4,0,0,0,35,0,1
27,0,155057,0,9.0,1,7,1,0,0,70,0,0
34,0,169564,0,9.0,2,6,3,0,1,40,0,0
17,0,176017,7,6.0,1,5,5,0,0,15,0,0
30,0,169002,4,11.0,1,3,2,0,0,40,0,0
32,4,343872,1,10.0,0,7,0,1,0,35,1,0
29,2,152744,3,14.0,1,1,5,2,1,40,0,0
41,0,67065,4,11.0,0,4,0,0,0,40,0,0
24,0,119329,2,13.0,1,4,1,0,1,60,0,0
69,0,148694,0,9.0,2,0,1,0,1,40,0,0
33,2,173005,2,13.0,0,3,0,0,0,45,0,1
28,0,68642,0,9.0,1,5,1,0,1,46,0,0
21,0,161210,0,9.0,0,6,0,0,0,50,0,0
19,0,407759,0,9.0,1,3,2,0,0,40,0,0
47,0,361390,7,6.0,0,6,0,0,0,40,1,0
31,0,128493,0,9.0,2,5,1,0,1,25,0,0
32,0,292592,0,9.0,1,5,2,0,1,35,0,0
34,0,48935,2,13.0,0,1,4,0,1,40,0,0
37,5,289653,1,10.0,0,0,0,0,0,40,0,0
25,0,182227,6,12.0,1,1,1,0,0,55,0,0
30,0,398019,14,2.0,3,12,5,0,1,30,1,0
46,5,196649,0,9.0,2,3,3,0,0,40,0,0
36,0,110998,3,14.0,4,10,3,2,1,40,1,0
52,0,53497,4,11.0,0,0,0,0,0,40,0,0
25,0,225865,0,9.0,1,5,3,0,1,50,0,0
20,0,22966,1,10.0,1,5,2,0,0,12,1,0
30,0,176410,4,11.0,0,1,2,0,1,16,0,1
25,0,49092,2,13.0,1,5,2,0,0,40,0,0
55,0,497039,1,10.0,2,10,3,1,1,56,0,0
27,0,245661,0,9.0,3,6,2,0,1,40,0,0
72,0,289930,2,13.0,3,0,1,0,1,7,0,0
34,0,425622,13,3.0,0,8,0,0,0,40,1,0
48,3,49595,3,14.0,2,11,1,0,0,72,0,0
56,0,67153,12,16.0,0,2,0,0,0,60,0,1
53,1,88506,2,13.0,0,1,0,0,0,40,0,0
38,0,365907,2,13.0,2,3,3,0,1,40,0,0
27,0,430340,1,10.0,1,4,1,0,1,45,0,0
29,0,282389,4,11.0,1,3,1,0,0,70,0,0
22,0,131291,1,10.0,1,1,2,0,0,15,0,0
26,0,391349,2,10.0,1,4,1,0,1,45,0,0
44,0,105475,0,9.0,0,0,0,4,0,40,1,0
51,0,467611,10,10.0,0,9,0,0,0,40,1,0
22,0,256504,2,13.0,1,3,2,0,1,40,0,0
77,2,177550,2,13.0,0,3,0,0,0,14,0,0
50,2,218382,1,10.0,2,5,3,1,1,40,0,0
36,0,168055,2,13.0,0,2,0,0,0,40,0,1
26,0,464552,10,5.0,1,8,2,0,0,45,1,0
45,0,353824,1,10.0,0,8,0,0,0,40,0,1
44,1,361280,1,10.0,0,4,0,2,0,80,1,1
26,0,391349,2,13.0,1,3,1,0,1,40,0,0
28,0,142712,0,9.0,1,8,2,0,0,40,0,0
53,0,96062,1,10.0,0,2,0,0,0,40,0,0
23,3,241951,1,10.0,1,1,1,0,0,40,0,0
25,0,378322,0,9.0,1,0,1,0,0,50,0,0
29,0,194200,1,10.0,1,6,2,0,0,45,0,0
37,3,117651,2,13.0,1,1,5,0,0,40,0,0
32,0,185027,6,12.0,0,0,0,0,0,40,1,1
28,0,153813,1,10.0,1,2,3,0,1,38,0,0
21,0,225541,1,10.0,1,3,1,0,1,40,0,0
63,4,80572,2,13.0,0,9,0,0,0,40,0,1
38,0,179481,0,9.0,0,6,0,0,0,40,1,0
77,0,152900,13,3.0,0,0,0,0,0,20,0,0
58,0,190997,1,10.0,0,2,0,0,0,40,0,1
28,0,194087,1,10.0,1,0,5,0,1,40,0,0
27,0,330132,0,9.0,1,0,1,0,1,25,0,0
34,0,170772,0,9.0,0,0,0,0,0,50,0,0
23,0,210338,2,13.0,1,3,2,1,1,30,0,0
18,0,87157,11,8.0,1,5,2,0,0,25,0,0
19,0,140499,0,9.0,1,11,5,0,0,40,0,0
27,0,189589,1,10.0,2,10,1,0,1,40,0,0
37,0,299090,0,9.0,2,0,1,0,1,30,0,0
28,0,513719,0,9.0,3,0,2,0,0,40,0,0
73,0,53114,1,10.0,4,4,1,0,1,20,0,0
44,0,103218,0,9.0,2,3,3,1,1,40,0,0
35,0,40135,0,9.0,1,5,2,0,0,30,0,0
37,1,301568,0,10.0,0,1,4,0,1,35,0,1
